dst_port,http_status_error,conn_state_enc,log_dst_bytes,src_port,duration,log_files_total_bytes,dst_bytes,bytes_per_pkt_dst,log_src_ip_bytes,src_ip_bytes,is_file_transfered,files_total_bytes,byte_ratio,log_dst_ip_bytes,attack_category,label,label_bin
80,0,10,14.164454696080808,5524,16.51726,8.88516409509682,1417569.0,832.8842538190364,11.719687570068697,122968,1,7223.0,0.030767779161188273,14.88281757687055,benign,0,0
21728,0,1,0.0,45613,4.5e-05,0.0,0.0,0.0,3.8066624897703196,44,0,0.0,0.0,3.713572066704308,probe,4,1
3766,0,1,0.0,57927,9.5e-05,0.0,0.0,0.0,3.8066624897703196,44,0,0.0,0.0,3.713572066704308,probe,4,1
80,0,1,0.0,18442,0.000477,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,dos,3,1
80,0,6,0.0,59755,36.203851,0.0,0.0,0.0,6.665683717782408,784,0,0.0,0.0,0.0,ddos,2,1
80,0,10,14.164454696080808,5524,16.5173,8.889583991794973,1417569.0,549.0197521301317,11.719687570068697,122968,1,7255.0,0.030767779161188273,14.894851338267571,benign,0,0
80,0,7,0.0,39258,7.3e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.8066624897703196,ddos,2,1
22,0,6,0.0,61141,286.841258,0.0,0.0,0.0,10.627769962026784,41264,0,0.0,0.9999999999999748,0.0,dos,3,1
21,0,10,4.343805421853684,52877,3.205234,0.0,76.0,4.75,6.678342114654332,794,0,0.0,0.2475247524727968,6.90875477931522,bruteforce,1,1
8080,0,4,0.0,55910,0.06566,0.0,0.0,0.0,6.695798917058491,808,0,0.0,0.9999999999946809,6.013715156042802,dos,3,1
80,0,5,0.0,26319,0.000113,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,ddos,2,1
5353,0,6,0.0,56779,0.568473,0.0,0.0,0.0,5.342334251964811,208,0,0.0,0.9999999999910714,0.0,dos,3,1
80,0,7,8.265907334155747,55026,241.244211,2.1972245773362196,3888.0,92.57142857142857,9.08851166361105,8852,1,8.0,0.5955056179774662,8.71292443512011,benign,0,0
80,1,10,6.532334292222349,54238,0.144862,6.131226489483141,686.0,68.6,6.821107472256465,916,1,459.0,0.16747572815513656,7.554334823725748,web,5,1
80,1,10,6.532334292222349,52237,0.2375,6.131226489483141,686.0,137.2,6.129050210060545,458,1,459.0,0.16747572815513656,6.86171134048073,web,5,1
80,1,10,6.532334292222349,53498,0.149409,6.131226489483141,686.0,68.6,6.838405200847344,932,1,459.0,0.17548076923055833,7.554334823725748,web,5,1
21,0,10,4.343805421853684,10074,2.935113,0.0,76.0,5.428571428571429,6.673297967767654,790,0,0.0,0.23232323232088561,6.799055862058796,bruteforce,1,1
80,0,6,0.0,51383,53.244865,0.0,0.0,0.0,7.02197642307216,1120,0,0.0,0.0,0.0,dos,3,1
80,0,5,0.0,46403,9.7e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,ddos,2,1
80,0,10,14.164454696080808,5524,16.5173,8.88516409509682,1417569.0,549.0197521301317,11.719687570068697,122968,1,7223.0,0.030767779161188273,14.894851338267571,benign,0,0
21,0,10,4.343805421853684,10888,3.190151,0.0,76.0,5.428571428571429,6.675823221634848,792,0,0.0,0.2399999999976,6.799055862058796,bruteforce,1,1
80,0,1,0.0,11804,4.7e-05,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,dos,3,1
53,0,10,6.790097235513905,52810,0.005955,0.0,888.0,444.0,5.241747015059643,188,0,0.0,0.12941176470575547,6.851184927493743,bruteforce,1,1
80,0,5,0.0,18347,7.3e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,ddos,2,1
443,0,10,10.767621459392718,51592,428.054282,0.0,47458.0,968.530612244898,8.567506005289827,5257,0,0.0,0.056969696969695845,10.810515517131098,benign,0,0
80,0,6,0.0,60854,53.399415,0.0,0.0,0.0,6.329720905522696,560,0,0.0,0.0,0.0,dos,3,1
80,0,10,14.164454696080808,5524,16.5173,9.253591413970497,1417569.0,549.0197521301317,11.719687570068697,122968,1,10441.0,0.030767779161188273,14.894851338267571,benign,0,0
80,0,5,0.0,36424,0.000101,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,ddos,2,1
443,0,2,0.0,27802,0.567892,0.0,0.0,0.0,4.532599493153256,92,0,0.0,0.0,3.970291913552122,ddos,2,1
51798,0,6,0.0,58380,0.0,0.0,0.0,0.0,4.23410650459726,68,0,0.0,0.0,0.0,probe,4,1
1900,0,6,0.0,63127,6e-06,0.0,0.0,0.0,6.354370040797351,574,0,0.0,0.9999999999978355,0.0,bruteforce,1,1
123,0,1,0.0,38193,0.000195,0.0,0.0,0.0,5.8888779583328805,360,0,0.0,0.0,5.8888779583328805,ddos,2,1
2004,0,1,0.0,57935,0.000611,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
80,0,10,14.164454696080808,5524,16.51726,8.890961212781146,1417569.0,832.8842538190364,11.719687570068697,122968,1,7265.0,0.030767779161188273,14.88281757687055,benign,0,0
80,0,10,14.164454696080808,5524,16.51726,8.89041055197428,1417569.0,832.8842538190364,11.719687570068697,122968,1,7261.0,0.030767779161188273,14.88281757687055,benign,0,0
21,0,10,4.343805421853684,52901,2.95955,0.0,76.0,4.75,6.673297967767654,790,0,0.0,0.23232323232088561,6.90875477931522,bruteforce,1,1
607,0,6,0.0,57897,1e-06,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,0.0,probe,4,1
16015,0,1,0.0,22353,0.000155,0.0,0.0,0.0,4.795790545596741,120,0,0.0,0.0,4.394449154672439,probe,4,1
53,0,10,6.8966943316227125,57203,0.007103,0.0,988.0,494.0,5.056245805348308,156,0,0.0,0.09191176470579787,6.951772164398911,benign,0,0
80,1,10,6.532334292222349,59139,0.200007,6.131226489483141,686.0,68.6,6.821107472256465,916,1,459.0,0.16747572815513656,7.554334823725748,web,5,1
21,0,10,4.343805421853684,52894,2.860356,0.0,76.0,5.428571428571429,6.683360945766275,798,0,0.0,0.26213592232755206,6.799055862058796,bruteforce,1,1
8080,0,4,0.0,58828,0.125174,0.0,0.0,0.0,6.003887067106539,404,0,0.0,0.9999999999946809,5.3230099791384085,dos,3,1
80,1,10,6.532334292222349,55935,0.179008,6.131226489483141,686.0,68.6,6.821107472256465,916,1,459.0,0.16747572815513656,7.554334823725748,web,5,1
53,0,10,6.930494765951626,53625,1.664886,0.0,1022.0,511.0,5.771441123130016,320,0,0.0,0.1691056910567731,6.983789965258135,bruteforce,1,1
3478,0,10,4.174387269895637,41641,0.125876,0.0,64.0,32.0,4.919980925828125,136,0,0.0,0.5555555555516976,4.795790545596741,ddos,2,1
53,0,10,4.6443908991413725,58801,0.002384,0.0,103.0,103.0,4.276666119016055,71,0,0.0,0.2945205479431882,4.882801922586371,web,5,1
443,0,2,0.0,51538,10.066762,0.0,0.0,0.0,6.411818267709897,608,0,0.0,0.0,6.255750041753367,dos,3,1
6969,0,1,0.0,41634,8.6e-05,0.0,0.0,0.0,4.110873864173311,60,0,0.0,0.0,3.713572066704308,bruteforce,1,1
80,1,10,6.532334292222349,53042,0.244175,6.131226489483141,686.0,68.6,6.821107472256465,916,1,459.0,0.16747572815513656,7.554334823725748,web,5,1
443,0,10,11.790314747936577,48615,263.422804,0.0,131967.0,16.570441988950275,16.597967243803748,16158668,0,0.0,0.9833121352884598,13.318109421196015,bruteforce,1,1
80,1,10,6.532334292222349,56536,0.144243,6.131226489483141,686.0,137.2,6.137727054086234,462,1,459.0,0.17149758454085567,6.86171134048073,web,5,1
80,1,10,6.532334292222349,52123,0.154989,6.131226489483141,686.0,57.166666666666664,6.951772164398911,1044,1,459.0,0.16747572815513656,7.607381425639791,web,5,1
53,0,10,4.6443908991413725,55953,0.003025,0.0,103.0,103.0,4.276666119016055,71,0,0.0,0.2945205479431882,4.882801922586371,benign,0,0
80,1,10,6.532334292222349,53033,0.172394,6.131226489483141,686.0,137.2,6.129050210060545,458,1,459.0,0.16747572815513656,6.86171134048073,web,5,1
211,0,1,0.0,57898,0.000435,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
80,0,5,0.0,4259,8.9e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,dos,3,1
443,0,10,8.266678443305896,48614,16.577584,0.0,3891.0,114.44117647058823,7.3632795869630385,1576,0,0.0,0.08790436005623818,9.123365357961776,bruteforce,1,1
8080,0,10,4.852030263919617,44346,0.000355,0.0,127.0,5.291666666666667,7.8674885686991285,2610,0,0.0,0.6954436450822652,7.4109518755836366,bruteforce,1,1
80,1,10,6.532334292222349,56153,0.23456,6.131226489483141,686.0,137.2,6.137727054086234,462,1,459.0,0.17149758454085567,6.86171134048073,web,5,1
80,0,6,0.0,53952,37.12754,0.0,0.0,0.0,6.665683717782408,784,0,0.0,0.0,0.0,ddos,2,1
80,0,6,0.0,62116,35.958269,0.0,0.0,0.0,6.665683717782408,784,0,0.0,0.0,0.0,ddos,2,1
22,0,2,0.0,52124,0.019995,0.0,0.0,0.0,6.46302945692067,640,0,0.0,0.0,5.176149732573829,ddos,2,1
3478,0,10,4.174387269895637,41641,0.181276,0.0,64.0,32.0,4.919980925828125,136,0,0.0,0.5555555555516976,4.795790545596741,bruteforce,1,1
80,0,10,15.96183346012656,57300,50.197797,19.166995977441342,8553348.0,1460.862169086251,11.473259052507764,96110,1,210921371.0,0.0004620615235970402,16.007132357904,benign,0,0
80,1,10,6.532334292222349,53507,0.165746,6.131226489483141,686.0,137.2,6.129050210060545,458,1,459.0,0.16747572815513656,6.86171134048073,web,5,1
80,0,10,14.164454696080808,5524,16.51726,8.885440911707585,1417569.0,832.8842538190364,11.719687570068697,122968,1,7225.0,0.030767779161188273,14.88281757687055,benign,0,0
80,0,6,0.0,54729,37.076167,0.0,0.0,0.0,6.665683717782408,784,0,0.0,0.0,0.0,ddos,2,1
53,0,10,5.545177444479562,51790,0.061453,0.0,255.0,51.0,5.680172609017068,292,0,0.0,0.13559322033852342,6.148468295917647,benign,0,0
80,1,10,6.532334292222349,51937,0.149193,6.131226489483141,686.0,137.2,6.129050210060545,458,1,459.0,0.16747572815513656,6.86171134048073,web,5,1
443,0,7,0.0,32711,16.431497,0.0,0.0,0.0,5.342334251964811,208,0,0.0,0.0,6.437751649736401,dos,3,1
53,0,10,4.969813299576001,46653,0.000111,0.0,143.0,143.0,4.867534450455582,129,0,0.0,0.41393442622781174,5.147494476813453,bruteforce,1,1
80,1,10,6.532334292222349,52387,0.15983,6.131226489483141,686.0,68.6,6.821107472256465,916,1,459.0,0.16747572815513656,7.554334823725748,web,5,1
80,0,5,0.0,20392,8.1e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,ddos,2,1
80,0,10,8.083637203141548,59106,293.672627,2.1972245773362196,3240.0,72.0,8.981052985901483,7950,1,8.0,0.5955056179774537,8.628555659269699,benign,0,0
80,1,10,6.532334292222349,58461,0.159346,6.131226489483141,686.0,57.166666666666664,6.951772164398911,1044,1,459.0,0.16747572815513656,7.607381425639791,web,5,1
80,0,10,14.164454696080808,5524,16.517246,8.881836305004146,1417569.0,1665.7685076380728,11.026548521606548,61484,1,7199.0,0.030767779161188273,14.189670740244024,benign,0,0
80,0,5,0.0,49484,6.2e-05,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,ddos,2,1
5351,0,6,0.0,55209,0.004936,0.0,0.0,0.0,4.948759890378168,140,0,0.0,0.9999999999642857,0.0,bruteforce,1,1
443,0,10,8.266678443305896,48592,16.675044,0.0,3891.0,108.08333333333333,7.3632795869630385,1576,0,0.0,0.08790436005623818,9.132054453577638,bruteforce,1,1
21,0,10,4.343805421853684,10057,3.684621,0.0,76.0,4.75,6.678342114654332,794,0,0.0,0.2475247524727968,6.90875477931522,bruteforce,1,1
8080,0,10,4.852030263919617,50616,0.000291,0.0,127.0,4.703703703703703,7.8674885686991285,2610,0,0.0,0.6954436450822652,7.501082124259871,bruteforce,1,1
144,0,6,0.0,57897,0.0,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,0.0,probe,4,1
80,0,6,0.0,54733,37.087667,0.0,0.0,0.0,6.665683717782408,784,0,0.0,0.0,0.0,ddos,2,1
123,0,1,0.0,48383,0.000156,0.0,0.0,0.0,5.484796933490655,240,0,0.0,0.0,4.394449154672439,dos,3,1
80,0,10,14.164454696080808,5524,16.517246,8.891236429516061,1417569.0,1665.7685076380728,11.026548521606548,61484,1,7267.0,0.030767779161188273,14.189670740244024,benign,0,0
123,0,1,0.0,52149,9.9e-05,0.0,0.0,0.0,5.484796933490655,240,0,0.0,0.0,4.394449154672439,ddos,2,1
80,0,10,14.164454696080808,5524,16.51726,8.892061625546935,1417569.0,832.8842538190364,11.719687570068697,122968,1,7273.0,0.030767779161188273,14.88281757687055,benign,0,0
53,0,10,5.605802066295998,51620,0.056559,0.0,271.0,54.2,5.707110264748875,300,0,0.0,0.15047021943526498,6.182084906716632,benign,0,0
1036,0,1,0.0,57927,0.000144,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
80,0,5,0.0,37871,0.003438,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,ddos,2,1
53,0,10,6.834108738813838,45156,0.004004,0.0,928.0,464.0,5.093750200806762,162,0,0.0,0.10251450676972677,6.892641641172089,bruteforce,1,1
443,0,4,7.739359202689098,50843,0.081877,0.0,2296.0,143.5,8.56845648535378,5262,0,0.0,0.5046386192016171,8.567315800819449,benign,0,0
80,1,10,6.532334292222349,56595,0.14451,6.131226489483141,686.0,68.6,6.829793737512425,924,1,459.0,0.17149758454085567,7.554334823725748,web,5,1
80,0,10,14.164454696080808,5524,16.51726,8.885717651712119,1417569.0,832.8842538190364,11.719687570068697,122968,1,7227.0,0.030767779161188273,14.88281757687055,benign,0,0
2693,0,1,0.0,45666,7.9e-05,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
80,1,10,6.532334292222349,56824,0.152269,6.131226489483141,686.0,137.2,6.129050210060545,458,1,459.0,0.16747572815513656,6.86171134048073,web,5,1
53,0,10,4.969813299576001,35389,0.000114,0.0,143.0,143.0,4.867534450455582,129,0,0.0,0.41393442622781174,5.147494476813453,benign,0,0
80,0,6,0.0,52233,53.257601,0.0,0.0,0.0,7.02197642307216,1120,0,0.0,0.0,0.0,dos,3,1
80,1,10,6.532334292222349,53202,0.149322,6.131226489483141,686.0,114.33333333333333,6.259581464064923,522,1,459.0,0.16747572815513656,6.914730892718563,web,5,1
80,1,10,9.071193240566025,2931,3.322287,5.616771097666572,8700.0,362.5,8.134174272137903,3408,1,274.0,0.1866118175018524,9.206031100388085,web,5,1
80,0,7,0.0,54737,0.0001,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.8066624897703196,ddos,2,1
80,1,10,10.690921662285279,1863,3.869833,5.616771097666572,43954.0,209.3047619047619,10.318539889280197,30288,1,274.0,0.1804214059295137,11.501308245630037,web,5,1
80,0,7,0.0,20037,8.6e-05,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.48863636973214,ddos,2,1
80,0,5,0.0,9265,0.000405,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,ddos,2,1
80,1,10,6.532334292222349,51985,0.180083,6.131226489483141,686.0,68.6,6.821107472256465,916,1,459.0,0.16747572815513656,7.554334823725748,web,5,1
443,0,6,0.0,36420,1e-06,0.0,0.0,0.0,4.653960350157523,104,0,0.0,0.0,0.0,dos,3,1
80,1,10,6.532334292222349,54692,0.169301,6.131226489483141,686.0,68.6,6.829793737512425,924,1,459.0,0.17149758454085567,7.554334823725748,web,5,1
80,0,6,0.0,51621,124.8133,0.0,0.0,0.0,7.3031700512368,1484,0,0.0,0.0,0.0,dos,3,1
5353,0,6,0.0,44426,3.564667,0.0,0.0,0.0,6.267200548541362,526,0,0.0,0.9999999999969698,0.0,benign,0,0
80,0,10,14.164454696080808,5524,16.5173,8.885440911707585,1417569.0,549.0197521301317,11.719687570068697,122968,1,7225.0,0.030767779161188273,14.894851338267571,benign,0,0
80,0,1,0.0,7423,6.2e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,dos,3,1
80,0,10,14.164454696080808,5524,16.51726,8.891786635857315,1417569.0,832.8842538190364,11.719687570068697,122968,1,7271.0,0.030767779161188273,14.88281757687055,benign,0,0
778,0,6,0.0,57881,0.0,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,0.0,probe,4,1
80,0,6,0.0,61439,53.410223,0.0,0.0,0.0,7.02197642307216,1120,0,0.0,0.0,0.0,dos,3,1
80,1,10,6.532334292222349,61352,0.229208,6.131226489483141,686.0,137.2,6.12029741895095,454,1,459.0,0.16341463414614218,6.86171134048073,web,5,1
443,0,7,0.0,49884,15.720628,0.0,0.0,0.0,4.653960350157523,104,0,0.0,0.0,5.746203190540153,dos,3,1
80,0,5,0.0,35784,7e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,ddos,2,1
80,1,10,6.532334292222349,58312,0.154406,6.131226489483141,686.0,114.33333333333333,6.163314804034641,474,1,459.0,0.17149758454085567,6.914730892718563,web,5,1
80,0,1,0.0,6519,0.000151,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,dos,3,1
35012,0,1,0.0,45688,9.2e-05,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
123,0,1,0.0,48362,0.000155,0.0,0.0,0.0,5.081404364984463,160,0,0.0,0.0,5.081404364984463,dos,3,1
443,0,4,11.076341137803194,47762,139.113535,0.0,64623.0,14.82859109683341,15.927277338758348,8262826,0,0.0,0.9837009898502889,12.742720974798248,bruteforce,1,1
80,0,10,14.164454696080808,5524,16.517246,8.885440911707585,1417569.0,1665.7685076380728,11.026548521606548,61484,1,7225.0,0.030767779161188273,14.189670740244024,benign,0,0
80,0,10,14.164454696080808,5524,16.5173,8.885717651712119,1417569.0,549.0197521301317,11.719687570068697,122968,1,7227.0,0.030767779161188273,14.894851338267571,benign,0,0
6969,0,1,0.0,39002,0.000142,0.0,0.0,0.0,4.110873864173311,60,0,0.0,0.0,3.713572066704308,bruteforce,1,1
80,0,7,0.0,48598,5.5e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.8066624897703196,ddos,2,1
21,0,10,4.343805421853684,10349,3.545239,0.0,76.0,5.428571428571429,6.680854678790215,796,0,0.0,0.25490196078181465,6.799055862058796,bruteforce,1,1
80,1,10,6.532334292222349,53732,0.239891,6.131226489483141,686.0,137.2,6.129050210060545,458,1,459.0,0.16747572815513656,6.86171134048073,web,5,1
80,0,10,14.164454696080808,5524,16.517246,8.886270902072013,1417569.0,1665.7685076380728,11.026548521606548,61484,1,7231.0,0.030767779161188273,14.189670740244024,benign,0,0
443,0,10,8.404696160189092,52794,99.902986,0.0,4467.0,203.04545454545453,8.064950891749143,3180,0,0.0,0.2030330062443884,9.194109358865765,bruteforce,1,1
80,0,7,0.0,64618,7.2e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.8066624897703196,ddos,2,1
80,0,1,0.0,14239,9.2e-05,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,dos,3,1
80,1,10,6.532334292222349,60255,0.165268,6.131226489483141,686.0,137.2,6.137727054086234,462,1,459.0,0.17149758454085567,6.86171134048073,web,5,1
80,0,5,0.0,37407,4.339731,0.0,0.0,0.0,5.081404364984463,160,0,0.0,1.0,5.081404364984463,ddos,2,1
80,0,1,0.0,23222,0.00012,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,dos,3,1
12419,0,1,0.0,45671,8.5e-05,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
80,0,6,0.0,54774,125.006442,0.0,0.0,0.0,9.009080614161977,8176,0,0.0,0.0,0.0,dos,3,1
80,0,1,0.0,16723,0.000233,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,dos,3,1
80,0,10,14.164454696080808,5524,16.5173,8.890685920281129,1417569.0,549.0197521301317,11.719687570068697,122968,1,7263.0,0.030767779161188273,14.894851338267571,benign,0,0
80,1,10,6.532334292222349,54921,0.154359,6.131226489483141,686.0,68.6,6.821107472256465,916,1,459.0,0.16747572815513656,7.554334823725748,web,5,1
80,1,10,6.532334292222349,52976,0.154479,6.131226489483141,686.0,137.2,6.137727054086234,462,1,459.0,0.17149758454085567,6.86171134048073,web,5,1
5225,0,1,0.0,57919,0.000146,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
15705,0,6,0.0,58316,0.0,0.0,0.0,0.0,4.04305126783455,56,0,0.0,0.0,0.0,probe,4,1
18493,0,1,0.0,10944,0.000118,0.0,0.0,0.0,4.795790545596741,120,0,0.0,0.0,4.394449154672439,probe,4,1
123,0,1,0.0,48388,0.00027,0.0,0.0,0.0,5.081404364984463,160,0,0.0,0.0,5.081404364984463,dos,3,1
53,0,10,6.863803391452954,39686,0.000877,0.0,956.0,478.0,5.093750200806762,162,0,0.0,0.09981167608276854,6.920671504248683,bruteforce,1,1
512,0,1,0.0,57892,5.7e-05,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
80,0,10,14.164454696080808,5524,16.517246,8.886270902072013,1417569.0,1665.7685076380728,11.026548521606548,61484,1,7231.0,0.030767779161188273,14.189670740244024,benign,0,0
80,1,10,6.532334292222349,57929,0.154391,6.131226489483141,686.0,68.6,6.829793737512425,924,1,459.0,0.17149758454085567,7.554334823725748,web,5,1
80,0,6,0.0,59990,53.397802,0.0,0.0,0.0,7.02197642307216,1120,0,0.0,0.0,0.0,dos,3,1
443,0,10,8.266678443305896,46431,18.068081,0.0,3891.0,204.78947368421052,7.115582126184454,1230,0,0.0,0.08790436005623818,8.45531778769815,bruteforce,1,1
8080,0,10,4.852030263919617,40294,0.000372,0.0,127.0,5.291666666666667,7.8674885686991285,2610,0,0.0,0.6954436450822652,7.4109518755836366,benign,0,0
123,0,1,0.0,48388,6.7e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,dos,3,1
80,1,10,6.532334292222349,53248,0.15487,6.131226489483141,686.0,57.166666666666664,6.951772164398911,1044,1,459.0,0.16747572815513656,7.607381425639791,web,5,1
80,0,10,19.25627051421806,58252,23.70541,14.568518303817914,230617375.0,1412.205378958133,15.36628831774824,4715135,1,2123376.0,3.8222025000716525e-05,19.292430658381328,benign,0,0
3478,0,10,4.174387269895637,41641,0.087433,0.0,64.0,32.0,4.919980925828125,136,0,0.0,0.5555555555516976,4.795790545596741,bruteforce,1,1
8080,0,10,4.852030263919617,36746,0.000433,0.0,127.0,5.291666666666667,7.866338923046544,2607,0,0.0,0.6947115384598685,7.4109518755836366,dos,3,1
17287,0,1,0.0,45671,8.2e-05,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
21114,0,6,0.0,32888,2.049002,0.0,0.0,0.0,4.795790545596741,120,0,0.0,0.0,0.0,bruteforce,1,1
443,0,10,8.317033476492403,51913,0.921338,0.0,4092.0,511.5,7.909489492673759,2722,0,0.0,0.36479354237808675,8.39502555744203,benign,0,0
80,0,10,14.164454696080808,5524,16.51726,8.88516409509682,1417569.0,832.8842538190364,11.719687570068697,122968,1,7223.0,0.030767779161188273,14.88281757687055,benign,0,0
8080,0,10,4.859812404361672,44252,0.000412,0.0,128.0,5.333333333333333,7.8674885686991285,2610,0,0.0,0.6937799043045604,7.4127640174265625,bruteforce,1,1
7938,0,1,0.0,57959,8.3e-05,0.0,0.0,0.0,3.8066624897703196,44,0,0.0,0.0,3.713572066704308,probe,4,1
443,0,4,12.079845937190962,47978,408.879466,0.0,176282.0,16.630377358490566,16.92250979472184,22353864,0,0.0,0.9835433643486547,13.619241383801752,bruteforce,1,1
80,1,10,6.532334292222349,61132,0.168696,6.131226489483141,686.0,137.2,6.129050210060545,458,1,459.0,0.16747572815513656,6.86171134048073,web,5,1
80,1,10,10.690921662285279,63972,7.184934,5.616771097666572,43954.0,209.3047619047619,10.329114700468233,30610,1,274.0,0.18287445855254258,11.501308245630037,web,5,1
80,0,10,14.164454696080808,5524,16.51726,8.882114044208821,1417569.0,832.8842538190364,11.719687570068697,122968,1,7201.0,0.030767779161188273,14.88281757687055,benign,0,0
443,0,10,8.266678443305896,48955,16.637407,0.0,3891.0,108.08333333333333,7.3632795869630385,1576,0,0.0,0.08790436005623818,9.132054453577638,bruteforce,1,1
1900,0,6,0.0,62017,6e-06,0.0,0.0,0.0,6.354370040797351,574,0,0.0,0.9999999999978355,0.0,bruteforce,1,1
80,1,10,6.532334292222349,57672,0.164429,6.131226489483141,686.0,68.6,6.821107472256465,916,1,459.0,0.16747572815513656,7.554334823725748,web,5,1
80,0,5,0.0,59470,0.692,0.0,0.0,0.0,4.394449154672439,80,0,0.0,1.0,4.394449154672439,ddos,2,1
80,0,5,0.0,16753,6.2e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,ddos,2,1
443,0,10,8.266678443305896,24980,22.420454,0.0,3891.0,114.44117647058823,7.4127640174265625,1656,0,0.0,0.08790436005623818,9.123365357961776,ddos,2,1
80,0,7,0.0,36325,5.8e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.8066624897703196,ddos,2,1
22,0,10,7.639642287858013,14627,11.38498,0.0,2078.0,41.56,8.756682421266532,6352,0,0.0,0.5178654292342185,8.81358720447004,bruteforce,1,1
80,0,1,0.0,32476,0.000444,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,4.394449154672439,dos,3,1
80,0,1,0.0,21354,7.4e-05,0.0,0.0,0.0,3.713572066704308,40,0,0.0,0.0,3.713572066704308,dos,3,1
80,1,10,6.532334292222349,56799,0.159384,6.131226489483141,686.0,114.33333333333333,6.259581464064923,522,1,459.0,0.16747572815513656,6.914730892718563,web,5,1
80,1,10,6.532334292222349,58464,0.144461,6.131226489483141,686.0,137.2,6.129050210060545,458,1,459.0,0.16747572815513656,6.86171134048073,web,5,1
21,0,10,4.343805421853684,10379,3.66965,0.0,76.0,5.428571428571429,6.680854678790215,796,0,0.0,0.25490196078181465,6.799055862058796,bruteforce,1,1
80,0,6,0.0,64120,124.838302,0.0,0.0,0.0,8.014666370464942,3024,0,0.0,0.0,0.0,dos,3,1
123,0,1,0.0,48388,8.6e-05,0.0,0.0,0.0,4.394449154672439,80,0,0.0,0.0,3.713572066704308,dos,3,1
443,0,2,11.02041443382118,45581,230.199816,0.0,61108.0,13.336534264513313,15.90337539884104,8067670,0,0.0,0.9839023286408571,12.783014607525425,bruteforce,1,1
80,1,10,6.532334292222349,53056,0.154553,6.131226489483141,686.0,68.6,6.821107472256465,916,1,459.0,0.16747572815513656,7.554334823725748,web,5,1
24428,0,1,0.0,57940,9.7e-05,0.0,0.0,0.0,4.48863636973214,88,0,0.0,0.0,4.394449154672439,probe,4,1
8080,0,10,4.844187086458591,49872,0.000356,0.0,126.0,5.25,7.866338923046544,2607,0,0.0,0.6963855421669967,7.409136443920128,benign,0,0
123,0,1,0.0,38139,0.000226,0.0,0.0,0.0,7.327123292259293,1520,0,0.0,0.0,5.771441123130016,ddos,2,1
